Target_Genre,Mapped_Anchor_Genre,B2B_Platform_Category,Suno_Style_Prompt,Negative_Prompt,Suggested_Album_Title
deep funk ostentacao,Deep House (딥 하우스),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"deep funk ostentacao, 115-122 bpm, muted sub-bass, Fender Rhodes electric piano, soft shuffling hi-hats, jazzy saxophone loops, warm ambient synth pads, analog 4/4 kick drum","no aggressive high-pitched supersaw leads, no massive edm festival drops, no rapid trap hi-hat rolls, no heavy high-gain metal guitars, no harsh autotuned mumble rap",The Sound of deep funk ostentacao - 호텔 라운지
bard,Wave / Hardwave (웨이브 / 하드웨이브),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"bard, 120-140 bpm, heavy reese bass, epic trance supersaws, trap drum patterns, spacious digital plucks, ambient liquid pads","no straight 4/4 house club kicks, no heavy rock metal guitar distortion, no raw old-school boom bap loops, no cheerful major scale acoustic piano, no clean dry upfront vocals",The Sound of bard - 호텔 라운지
swamp blues,Sample Drill (샘플 드릴),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"swamp blues, 140-145 bpm, pitch-shifted oldies sample, sliding 808 bass, rapid triplet hi-hats, sharp counter-snares, gunshots sfx","no slow lo-fi boom bap beats, no acoustic country folk instruments, no straight 4/4 house kick, no progressive edm festival drops, no clean unpitched r&b singing",The Sound of swamp blues - 호텔 라운지
vermont indie,Modern K-Indie / Sentimental Rock (모던 케이인디),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"vermont indie, 80-105 bpm, warm acoustic guitar, vintage electric guitar, soft acoustic drums, melodic bass guitar, warm nostalgic synth pads","no heavy metal high-gain distortion, no aggressive autotune rap, no electronic trap drum loops, no massive edm drops, no futuristic hyperpop synths",The Sound of vermont indie - 호텔 라운지
musica feirense,French House / Filter House (프렌치 하우스),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"musica feirense, 120-130 bpm, filtered disco loop, heavy sidechain compression, funky electric bass, punchy 4/4 house kick, phaser guitar riffs, vintage rhodes","no modern aggressive dubstep growls, no rapid trap hi-hat rolls, no sliding heavy 808 sub-bass, no raw acoustic country folk guitar, no slow depressing ballads",The Sound of musica feirense - 호텔 라운지
new mexico music,Witch House / Dark Electronic (위치 하우스),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"new mexico music, 60-80 bpm, heavy industrial synth pads, slowed-down 808 bass, eerie gothic soundscapes, pitch-dropped ghost vocals, mechanical clangs","no bright major scale pop melodies, no pristine high-definition commercial pop singing, no fast electronic house dance beats, no rapid trap hi-hat rolls, no cheerful acoustic folk guitars",The Sound of new mexico music - 호텔 라운지
zilizopendwa,Funk Carioca / Brazilian Baile Funk (브라질리언 펑크),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"zilizopendwa, 125-130 bpm, dynamic tamborzão beat, raw mpc drum sampler, minimalist whistle sfx, sub-bass thuds, brass stabs","no slow acoustic folk guitar, no smooth r&b backing harmonies, no clean major scale commercial piano, no progressive edm festival supersaw drops, no dark industrial techno drones",The Sound of zilizopendwa - 호텔 라운지
indie rock peruano,Noise Rock / No Wave (노이즈 록 / 노 웨이브),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"indie rock peruano, 120-150 bpm, screaming guitar feedback, abrasive metallic percussion, detuned heavy bass guitar, raw microtonal noise, unorthodox guitar slide","no cheerful commercial pop melodies, no sweet autotuned pop singing, no smooth r&b harmonies, no traditional progressive metal guitar solos, no electronic trap drum loops",The Sound of indie rock peruano - 호텔 라운지
folklore chileno,Traditional Celtic Folk / Irish Jig Style (켈틱 포크),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"folklore chileno, 110-140 bpm, lively acoustic fiddle, bright tin whistle, organic bodhran drum, wooden acoustic guitar, uilleann pipes, concertina accents","no modern electronic drum machines, no heavy metal high-gain distortion guitars, no digital autotune voice shifting, no sliding heavy 808 sub-bass glides, no synthetic pop pads",The Sound of folklore chileno - 호텔 라운지
deep soft rock,Desert Rock / Stoner Rock (데저트 록 / 스토너 록),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"deep soft rock, 70-95 bpm, down-tuned fuzzy guitars, heavy driving drum rolls, thick muddy bass guitar, psychedelic wah-wah effects, vintage tube amplifiers","no high-definition commercial pop vocals, no modern electronic synth leads, no digital trap drum machine loops, no rapid hi-hat rolls, no polished radio-friendly compression",The Sound of deep soft rock - 호텔 라운지
tamil devotional,Traditional Trot / Techno Ppongjjak (트로트 / 테크노 뽕짝),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"tamil devotional, 120-140 bpm, nostalgic ensemble accordion, retro saxophone leads, bouncy electric bass, fast 4/4 electronic trot kick, acoustic handclaps, synthetic brass stabs","no modern commercial rap flows, no digital trap triplet hi-hat rolls, no sliding heavy 808 sub-bass glides, no heavy metal high-gain distortion guitars, no dark industrial techno drones",The Sound of tamil devotional - 호텔 라운지
korean trap,Trap Music (트랩),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"korean trap, 130-145 bpm, 808 sub-bass boom, rapid hi-hat rolls, crisp electronic snare, dark piano loops, brass hits","no acoustic live drums, no classic rock electric guitars, no slow country folk banjo, no bright major scale pop chords, no vintage tape hiss",The Sound of korean trap - 호텔 라운지
japanese garage rock,1980s J-Pop (80년대 제이팝),감성 브이로그 / 내추럴 브랜드 쇼룸 / 카페 큐레이션,"japanese garage rock, 120-140 bpm, analog synth brass, crystalline chime bells, bright electric guitar, electronic drum kits Simmons, upbeat bass guitar, real string section","no modern heavy trap, no auto-tuned mumble rap, no dark industrial techno, no acoustic lo-fi indie, no heavy djent metal guitar, no death growls",The Sound of japanese garage rock - 감성 브이로그
belarusian electronic,IDM (Intelligent Dance Music / 인텔리전트 댄스 뮤직),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"belarusian electronic, 90-140 bpm, complex glitchy sequencing, modular synthesizer textures, unpredictable drum micro-beats, ambient computer pads, detuned synthesis","no standard straight 4/4 club house kicks, no basic commercial pop chord progressions, no live acoustic instruments, no clean pop singing, no aggressive heavy trap 808 bass",The Sound of belarusian electronic - 호텔 라운지
musica quintanarroense,Original Afrobeat (오리지널 아프로비트),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"musica quintanarroense, 90-110 bpm, polyrhythmic drums, heavy brass section, hypnotic funk bass, scratching rhythm guitar, shekere, congas, analog organ","no modern digital electronic pop elements, no auto-tuned vocals, no modern trap 808 sub-bass, no digital synth leads, no high-tempo edm drops, no linear commercial pop structure",The Sound of musica quintanarroense - 호텔 라운지
british dance band,1990s Eurodance / Club Dance Pop (유로댄스),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"british dance band, 130-140 bpm, dynamic 4/4 club kick, bright synthesizer piano stabs, energetic bassline arpeggios, sharp hi-hats, vocal synthesizer layers","no slow depressing acoustic folk, no digital trap triplet hi-hat rolls, no sliding heavy 808 sub-bass glides, no heavy metal high-gain guitar distortion, no dark industrial techno drones",The Sound of british dance band - 호텔 라운지
jesus movement,Eurobeat / Hi-NRG Racing Style (유로비트),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"jesus movement, 150-160 bpm, lightning-fast synthesizer brass riffs, energetic driving 4/4 kick, slapping synth bass, rapid cowbell rolls, dramatic orchestra hits","no slow lo-fi hiphop trap loops, no sliding heavy 808 sub-bass glides, no heavy metal high-gain distortion guitars, no gentle acoustic folk guitar, no dark industrial techno drones",The Sound of jesus movement - 호텔 라운지
deep norteno,Deep House (딥 하우스),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"deep norteno, 115-122 bpm, muted sub-bass, Fender Rhodes electric piano, soft shuffling hi-hats, jazzy saxophone loops, warm ambient synth pads, analog 4/4 kick drum","no aggressive high-pitched supersaw leads, no massive edm festival drops, no rapid trap hi-hat rolls, no heavy high-gain metal guitars, no harsh autotuned mumble rap",The Sound of deep norteno - 호텔 라운지
alabama metal,Industrial Metal / Neue Deutsche Härte (인더스트리얼 메탈),감성 브이로그 / 내추럴 브랜드 쇼룸 / 카페 큐레이션,"alabama metal, 90-110 bpm, chugging machine guitar riffs, heavy electronic sequencers, harsh industrial metallic percussions, pounding 4/4 electronic kicks, vintage hardware synths","no cheerful major scale pop melodies, no digital trap triplet hi-hat rolls, no smooth commercial pop vocal harmonies, no loose acoustic blues guitar, no rapid progressive metal sweeping solos",The Sound of alabama metal - 감성 브이로그
galician rock,Gothic Rock / 1980s Post-Punk (고딕 록 / 포스트 펑크),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"galician rock, 115-130 bpm, prominent flanging bass, cold echoing guitar, tribal acoustic drums, gloomy synth strings, dark ambient pads","no modern commercial pop autotune, no digital trap percussion loops, no rapid trap hi-hat rolls, no cheerful major scale pop melodies, no metal high-gain speed guitar solos",The Sound of galician rock - 호텔 라운지
deep soundtrack,Psytrance / Psychedelic Trance (사이케델릭 트랜스),감성 브이로그 / 내추럴 브랜드 쇼룸 / 카페 큐레이션,"deep soundtrack, 138-145 bpm, rolling triplet bassline, acid squelch filters, psychedelic laser fx, hypnotic alien soundscapes, punchy trance kick","no traditional radio pop chord progressions, no slow lo-fi hiphop beats, no generic happy house club kicks, no heavy metal high-gain distortion guitars, no smooth clean pop vocal harmonies",The Sound of deep soundtrack - 감성 브이로그
classic luk thung,Classic Underground Phonk / Memphis Revival (클래식 폰크),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"classic luk thung, 85-100 bpm, filtered jazz samples, heavy distorted 808 sub-bass, 90s memphis rap cassette tapes, subtle cowbell loops, vinyl crackle","no piercing modern high pitched cowbells, no fast high tempo dance rhythms, no crystal clear commercial pop vocals, no uplifting major scale edm synths, no live rock guitar",The Sound of classic luk thung - 호텔 라운지
indie siciliano,Nu-Disco / Neo-Disco (누 디스코),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"indie siciliano, 115-125 bpm, groovy slap electric bass, rhythmic funk guitar chucks, sparkling modern synth leads, crisp 4/4 disco kick, retro handclaps, lush digital strings","no modern heavy trap 808 sub-bass, no rapid triplet trap hi-hat rolls, no heavy metal guitar distortion, no slow depressing lo-fi bedroom beats, no raw unpolished garage noise",The Sound of indie siciliano - 호텔 라운지
tatar pop,Alternative Pop / Dark Pop (얼터너티브 팝),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"tatar pop, 75-105 bpm, minimalist sub-bass, organic foley percussion, clean delayed synth pluck, muted acoustic piano, subtle digital soundscapes","no massive edm supersaw leads, no heavy high-gain rock guitars, no high-tempo happy hardcore, no traditional large orchestral strings, no traditional belt singing",The Sound of tatar pop - 호텔 라운지
neo-pagan,Dark Folk / Ritualistic Pagan Ambient (다크 포크 / 네오 패건),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"neo-pagan, 60-90 bpm, primitive frame drums, archaic skin drums, nyckelharpa leads, tagelharpa strings, animal bones percussions, continuous sub-bass drone, nature soundscapes","no modern electronic drum machines, no dynamic trap triplet hi-hat rolls, no heavy metal high-gain distortion guitars, no bright major scale piano melodies, no clean commercial pop autotune",The Sound of neo-pagan - 호텔 라운지
leeds indie,Modern K-Indie / Sentimental Rock (모던 케이인디),감성 브이로그 / 내추럴 브랜드 쇼룸 / 카페 큐레이션,"leeds indie, 80-105 bpm, warm acoustic guitar, vintage electric guitar, soft acoustic drums, melodic bass guitar, warm nostalgic synth pads","no heavy metal high-gain distortion, no aggressive autotune rap, no electronic trap drum loops, no massive edm drops, no futuristic hyperpop synths",The Sound of leeds indie - 감성 브이로그
cincinnati indie,Modern K-Indie / Sentimental Rock (모던 케이인디),감성 브이로그 / 내추럴 브랜드 쇼룸 / 카페 큐레이션,"cincinnati indie, 80-105 bpm, warm acoustic guitar, vintage electric guitar, soft acoustic drums, melodic bass guitar, warm nostalgic synth pads","no heavy metal high-gain distortion, no aggressive autotune rap, no electronic trap drum loops, no massive edm drops, no futuristic hyperpop synths",The Sound of cincinnati indie - 감성 브이로그
oud,Cloud Rap (클라우드 랩),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"oud, 65-80 bpm, pitch-shifted vocal samples, hazy ambient pads, rolling 808 sub-bass, slow trap drum kit, aquatic sound effects","no fast electronic dance beats, no aggressive shouting metal growls, no sharp commercial high-definition vocal belting, no bright major scale acoustic piano, no old-school fast boom bap drums",The Sound of oud - 호텔 라운지
christian a cappella,Sophisti-Pop / Smooth Jazz-Pop (소피스티 팝),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"christian a cappella, 95-115 bpm, slick jazz guitar chords, smooth lush synth pads, elegant dynamic brass horns, slinky fretless bass, warm acoustic piano, polished percussion","no heavy rock metal guitar distortion, no aggressive shouting rap, no modern trap drum machine loops, no harsh digital synthesizers, no raw unpolished lo-fi garage noise",The Sound of christian a cappella - 호텔 라운지
twoubadou,Bass House / Night Bass (베이스 하우스),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"twoubadou, 124-128 bpm, heavy FM synth bass, punchy 4/4 house kick, metallic crisp hi-hats, pitch-shifted vocal chops, distorted sub-bass rumbles","no slow hiphop trap loops, no gentle acoustic folk acoustic guitar, no traditional grand piano melodies, no progressive house festival supersaw leads, no heavy metal high-gain distortion",The Sound of twoubadou - 호텔 라운지
deep happy hardcore,Happy Hardcore / UK Hardcore Rave Sound (해피 하드코어),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"deep happy hardcore, 160-170 bpm, fast uplifting piano stabs, happy supersaw chords, energetic 4/4 rave kick, bright synthesizer bells, breakbeat rolls","no dark industrial techno drones, no heavy metal high-gain distortion guitars, no slow depressing lo-fi bedroom beats, no sliding heavy 808 sub-bass glides, no traditional country folk acoustic guitar",The Sound of deep happy hardcore - 호텔 라운지
british black metal,Industrial Metal / Neue Deutsche Härte (인더스트리얼 메탈),감성 브이로그 / 내추럴 브랜드 쇼룸 / 카페 큐레이션,"british black metal, 90-110 bpm, chugging machine guitar riffs, heavy electronic sequencers, harsh industrial metallic percussions, pounding 4/4 electronic kicks, vintage hardwa...","no cheerful major scale pop melodies, no digital trap triplet hi-hat rolls, no smooth commercial pop vocal harmonies, no loose acoustic blues guitar, no rapid progressive metal sweeping solos",The Sound of british black metal - 감성 브이로그
japanese dream pop,Alternative Pop / Dark Pop (얼터너티브 팝),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"japanese dream pop, 75-105 bpm, minimalist sub-bass, organic foley percussion, clean delayed synth pluck, muted acoustic piano, subtle digital soundscapes","no massive edm supersaw leads, no heavy high-gain rock guitars, no high-tempo happy hardcore, no traditional large orchestral strings, no traditional belt singing",The Sound of japanese dream pop - 호텔 라운지
sambalpuri pop,Alternative Pop / Dark Pop (얼터너티브 팝),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"sambalpuri pop, 75-105 bpm, minimalist sub-bass, organic foley percussion, clean delayed synth pluck, muted acoustic piano, subtle digital soundscapes","no massive edm supersaw leads, no heavy high-gain rock guitars, no high-tempo happy hardcore, no traditional large orchestral strings, no traditional belt singing",The Sound of sambalpuri pop - 호텔 라운지
lapland metal,Industrial Metal / Neue Deutsche Härte (인더스트리얼 메탈),감성 브이로그 / 내추럴 브랜드 쇼룸 / 카페 큐레이션,"lapland metal, 90-110 bpm, chugging machine guitar riffs, heavy electronic sequencers, harsh industrial metallic percussions, pounding 4/4 electronic kicks, vintage hardware synths","no cheerful major scale pop melodies, no digital trap triplet hi-hat rolls, no smooth commercial pop vocal harmonies, no loose acoustic blues guitar, no rapid progressive metal sweeping solos",The Sound of lapland metal - 감성 브이로그
hungarian edm,UK Garage / 2-Step (UK 개러지 / 투스텝),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"hungarian edm, 130-135 bpm, syncopated 2-step kick, rolling sub-bass, organic rhodes chords, time-stretched vocal samples, sharp rimshots, skipping hi-hats","no straight 4/4 house kick drums, no heavy metal high-gain distortion guitars, no modern heavy trap 808 sub-bass glides, no rapid trap triplet hi-hat rolls, no slow acoustic country folk",The Sound of hungarian edm - 호텔 라운지
musica afroperuana,Afro-Cuban Jazz / Latin Jazz (아프로 큐반 재즈),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"musica afroperuana, 120-150 bpm, syncopated piano tumbao, driving congas and bongos, cascading brass horn sections, warm acoustic upright bass, timbales, cowbell accents","no modern electronic drum machines, no heavy metal high-gain distortion guitars, no digital trap 808 sub-bass, no autotuned commercial mumble rap, no smooth synthesized pop pads",The Sound of musica afroperuana - 호텔 라운지
nueva trova chilena,Electroclash (일렉트로클래시),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"nueva trova chilena, 120-130 bpm, dirty analog synths, cheap drum machine hits, distorted punk bassline, raw electronic feedback noise, minimal Roland TR-808 percussion","no pristine commercial pop production, no smooth r&b vocal harmonies, no organic acoustic country folk guitar, no massive edm festival dubstep drops, no epic orchestral strings",The Sound of nueva trova chilena - 호텔 라운지
brisbane hip hop,Joseon Hiphop / Korean Traditional Fusion Trap (조선힙합 / 국악 퓨전 힙합),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"brisbane hip hop, 80-130 bpm, piercing taepyeongso blares, sharp gayageum plucks, weeping haegeum textures, heavy sliding 808 bass, organic janggu/buk percussion kits","no cheerful major scale pop melodies, no digital electronic EDM supersaw leads, no smooth unpitched commercial r&b vocal harmonies, no western country folk banjo, no fast techno house club kicks",The Sound of brisbane hip hop - 호텔 라운지
hexd,Shoegaze / Dream Noise Rock (슈게이즈),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"hexd, 80-120 bpm, blinding walls of guitar feedback, reversed reverb distortion, buried soft vocals, melodic driving bass, steady heavy acoustic drums","no clear upfront commercial pop vocals, no digital autotune voice shifting, no progressive metal clear technical speed guitar solos, no modern electronic trap drum machine loops, no sharp digital synthesizers",The Sound of hexd - 호텔 라운지
ambient techno,Industrial Techno / Hard Warehouse Techno (인더스트리얼 테크노),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"ambient techno, 135-145 bpm, heavily distorted warehouse kick, metallic percussion clangs, distorted synth loops, screeching feedback drones, raw noise static","no bright major scale pop melodies, no sweet autotuned pop singing, no smooth r&b backing harmonies, no traditional country folk acoustic guitars, no slow hiphop trap drum loops",The Sound of ambient techno - 호텔 라운지
funk capixaba,G-Funk / 1990s West Coast Hip-Hop (지펑크),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"funk capixaba, 85-100 bpm, high-pitched sine wave synth portamento, deep rolling p-funk bass, lazy hip-hop drums, vintage vocoder, funk guitar strums","no modern rapid triplet trap hi-hat rolls, no sliding heavy 808 sub-bass glides, no aggressive fast industrial techno beats, no digital autotune vocal mumble rap, no heavy metal rock guitar distortion",The Sound of funk capixaba - 호텔 라운지
ai,Amapiano / South African Deep House (아마피아노),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"ai, 110-115 bpm, heavy log drum, jazzy piano chords, shaker loops, deep basslines, airy synth pads, tribal percussion","no fast electronic 4/4 edm festival kicks, no rapid trap triplet hi-hat rolls, no heavy metal high-gain guitar distortion, no sharp digital supersaw leads, no aggressive shouting metal growls",The Sound of ai - 호텔 라운지
vincy soca,Visual Kei / J-Rock Gothic Metal (비주얼 계),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"vincy soca, 130-160 bpm, down-tuned melodic guitars, intricate double-bass drums, dramatic orchestral strings, gothic harpsichord, dark synth leads","no modern electronic trap drum loops, no digital autotune voice shifting, no smooth r&b pop vocal harmonies, no generic happy house club kicks, no traditional acoustic country folk",The Sound of vincy soca - 호텔 라운지
paraguayan rock,Garage Rock / Indie Rock Revival (개러지 록),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"paraguayan rock, 120-140 bpm, raw overdriven electric guitars, crunchy rhythmic bass, unpolished acoustic drums, snappy tambourine accents","no modern electronic trap drum loops, no digital autotune voice shifting, no smooth commercial pop harmonies, no progressive metal technical sweeping solos, no massive edm festival drops",The Sound of paraguayan rock - 호텔 라운지
punk chileno,Chillwave / Glo-Fi Bedroom Pop (칠웨이브),감성 브이로그 / 내추럴 브랜드 쇼룸 / 카페 큐레이션,"punk chileno, 80-100 bpm, warped cassette synth pads, dusty low-fi drum machine, chopped vintage funk loops, hazy dream pluck, modulated analog bass","no fast energetic commercial house dance kicks, no aggressive shouting rap, no rapid modern trap triplet hi-hat rolls, no crisp high-definition upfront commercial pop vocals, no heavy metal distortion guitars",The Sound of punk chileno - 감성 브이로그
kurdish remix,Euro Disco / Italo Disco (유로 디스코),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"kurdish remix, 115-125 bpm, synthetic 4/4 kick, rolling octave bassline, retro synth brass, electronic handclaps, cosmic laser sound effects, analogue synthesizers","no modern heavy trap 808 bass, no rapid trap hi-hat rolls, no autotune mumble rap, no modern dubstep drops, no raw live acoustic rock drums, no slow melancholic acoustic ballads",The Sound of kurdish remix - 호텔 라운지
slovenian electronic,IDM (Intelligent Dance Music / 인텔리전트 댄스 뮤직),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"slovenian electronic, 90-140 bpm, complex glitchy sequencing, modular synthesizer textures, unpredictable drum micro-beats, ambient computer pads, detuned synthesis","no standard straight 4/4 club house kicks, no basic commercial pop chord progressions, no live acoustic instruments, no clean pop singing, no aggressive heavy trap 808 bass",The Sound of slovenian electronic - 호텔 라운지
kent indie,Modern K-Indie / Sentimental Rock (모던 케이인디),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"kent indie, 80-105 bpm, warm acoustic guitar, vintage electric guitar, soft acoustic drums, melodic bass guitar, warm nostalgic synth pads","no heavy metal high-gain distortion, no aggressive autotune rap, no electronic trap drum loops, no massive edm drops, no futuristic hyperpop synths",The Sound of kent indie - 호텔 라운지
canadian indigenous music,Amapiano / South African Deep House (아마피아노),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"canadian indigenous music, 110-115 bpm, heavy log drum, jazzy piano chords, shaker loops, deep basslines, airy synth pads, tribal percussion","no fast electronic 4/4 edm festival kicks, no rapid trap triplet hi-hat rolls, no heavy metal high-gain guitar distortion, no sharp digital supersaw leads, no aggressive shouting metal growls",The Sound of canadian indigenous music - 호텔 라운지
persian underground hip hop,Joseon Hiphop / Korean Traditional Fusion Trap (조선힙합 / 국악 퓨전 힙합),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"persian underground hip hop, 80-130 bpm, piercing taepyeongso blares, sharp gayageum plucks, weeping haegeum textures, heavy sliding 808 bass, organic janggu/buk percussion kits","no cheerful major scale pop melodies, no digital electronic EDM supersaw leads, no smooth unpitched commercial r&b vocal harmonies, no western country folk banjo, no fast techno house club kicks",The Sound of persian underground hip hop - 호텔 라운지
korean worship,Modern K-Pop Dance (모던 케이팝 댄스),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"korean worship, 115-130 bpm, polished digital synths, punchy sub-bass, multi-layered percussion, brass accents, crisp electronic claps","no lo-fi hiss, no unpolished raw indie sound, no muddy bass, no long vintage guitar solos, no acoustic folk elements, no classical arrangement",The Sound of korean worship - 호텔 라운지
jazz cubano,Afro-Cuban Jazz / Latin Jazz (아프로 큐반 재즈),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"jazz cubano, 120-150 bpm, syncopated piano tumbao, driving congas and bongos, cascading brass horn sections, warm acoustic upright bass, timbales, cowbell accents","no modern electronic drum machines, no heavy metal high-gain distortion guitars, no digital trap 808 sub-bass, no autotuned commercial mumble rap, no smooth synthesized pop pads",The Sound of jazz cubano - 호텔 라운지
musica popular uruguaya,Alternative Pop / Dark Pop (얼터너티브 팝),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"musica popular uruguaya, 75-105 bpm, minimalist sub-bass, organic foley percussion, clean delayed synth pluck, muted acoustic piano, subtle digital soundscapes","no massive edm supersaw leads, no heavy high-gain rock guitars, no high-tempo happy hardcore, no traditional large orchestral strings, no traditional belt singing",The Sound of musica popular uruguaya - 호텔 라운지
chant religieux,Hardstyle / Hard Dance Festival Sound (하드스타일),감성 브이로그 / 내추럴 브랜드 쇼룸 / 카페 큐레이션,"chant religieux, 145-150 bpm, distorted reversed kick, heavy screech synths, massive festival supersaws, hard-hitting reverse bass, cinematic riser fx","no slow lo-fi hiphop trap loops, no sliding heavy 808 sub-bass glides, no bright major scale acoustic piano, no heavy metal high-gain distortion guitars, no soft country folk banjo",The Sound of chant religieux - 감성 브이로그
bristol electronic,IDM (Intelligent Dance Music / 인텔리전트 댄스 뮤직),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"bristol electronic, 90-140 bpm, complex glitchy sequencing, modular synthesizer textures, unpredictable drum micro-beats, ambient computer pads, detuned synthesis","no standard straight 4/4 club house kicks, no basic commercial pop chord progressions, no live acoustic instruments, no clean pop singing, no aggressive heavy trap 808 bass",The Sound of bristol electronic - 호텔 라운지
classic hungarian pop,Alternative Pop / Dark Pop (얼터너티브 팝),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"classic hungarian pop, 75-105 bpm, minimalist sub-bass, organic foley percussion, clean delayed synth pluck, muted acoustic piano, subtle digital soundscapes","no massive edm supersaw leads, no heavy high-gain rock guitars, no high-tempo happy hardcore, no traditional large orchestral strings, no traditional belt singing",The Sound of classic hungarian pop - 호텔 라운지
straight-ahead jazz,Afro-Cuban Jazz / Latin Jazz (아프로 큐반 재즈),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"straight-ahead jazz, 120-150 bpm, syncopated piano tumbao, driving congas and bongos, cascading brass horn sections, warm acoustic upright bass, timbales, cowbell accents","no modern electronic drum machines, no heavy metal high-gain distortion guitars, no digital trap 808 sub-bass, no autotuned commercial mumble rap, no smooth synthesized pop pads",The Sound of straight-ahead jazz - 호텔 라운지
polish indie rock,Noise Rock / No Wave (노이즈 록 / 노 웨이브),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"polish indie rock, 120-150 bpm, screaming guitar feedback, abrasive metallic percussion, detuned heavy bass guitar, raw microtonal noise, unorthodox guitar slide","no cheerful commercial pop melodies, no sweet autotuned pop singing, no smooth r&b harmonies, no traditional progressive metal guitar solos, no electronic trap drum loops",The Sound of polish indie rock - 호텔 라운지
british death metal,Industrial Metal / Neue Deutsche Härte (인더스트리얼 메탈),감성 브이로그 / 내추럴 브랜드 쇼룸 / 카페 큐레이션,"british death metal, 90-110 bpm, chugging machine guitar riffs, heavy electronic sequencers, harsh industrial metallic percussions, pounding 4/4 electronic kicks, vintage hardwa...","no cheerful major scale pop melodies, no digital trap triplet hi-hat rolls, no smooth commercial pop vocal harmonies, no loose acoustic blues guitar, no rapid progressive metal sweeping solos",The Sound of british death metal - 감성 브이로그
telugu devotional,Traditional Jamaican Ska (정통 자메이카 스카),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"telugu devotional, 110-130 bpm, syncopated electric guitar chop, walking double bass, bright acoustic horn section, rimshot snare, jazz piano chords","no modern electronic drum machines, no heavy rock guitar distortion, no digital autotune vocal shifting, no sharp synthesizer leads, no aggressive trap 808 sub-bass",The Sound of telugu devotional - 호텔 라운지
